          nEv  nVtx   nTrk      xVtx      yVtx       zVtx      trkPt    trkEta  trkNHit  trkNlayer  highPurity
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.788054 -0.394028       10          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.777373 -0.544794       17         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.777068 -1.713624       18         14        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.776625  2.002702       20         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.776408 -2.139988       14          7        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.775674 -1.073833        9          7        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.775274 -2.086798       21         14        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.771188  0.966899        8          6        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.768323 -0.216183       15         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.767236  0.797996        5          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.766959  0.386012       22         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.766877  0.648305       14         10        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.766704  1.893829       22         16        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.762749  1.109688       14         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.750431  0.858246       18         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.747989  1.033368        6          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.746475  1.491829       20         15        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.744669  0.041323       12         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.741407  1.672427       21         15        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.735805 -1.097587        8          6        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.733032  2.274034       19         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.732992  1.431738       20         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.731613  1.174569       10          8        True
